Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1790357546697,4,4,4,4,4,4,4,4,4,4,77.25115966796875,75.69059753417969,75.46434020996094,75.91834259033203,68.67813873291016,77.35282897949219,78.3125,0,0,0,0,0,0,NaN,100,NaN,100,14.176340103149414,25769803776,2147483648,14782169088,534773760
204,1790357546697,4,4,4,4,4,4,4,4,4,4,77.25115966796875,75.69059753417969,75.46434020996094,75.91834259033203,68.67813873291016,77.35282897949219,78.3125,NaN,NaN,0,100,NaN,0,66.66667175292969,NaN,100,NaN,14.176340103149414,25769803776,2147483648,14782169088,534773760
206,1790357546902,4,4,4,4,4,4,4,4,4,4,77.25115966796875,75.69059753417969,75.46434020996094,75.91834259033203,68.67813873291016,77.35282897949219,78.3125,45,38.095237731933594,40,30.000001907348633,33.333335876464844,20,94.11764526367188,88.8888931274414,88.8888931274414,85,14.166130065917969,25769803776,2147483648,15057715200,534773760
209,1790357547109,4,4,4,4,4,4,4,4,4,4,77.25115966796875,75.69059753417969,75.46434020996094,75.91834259033203,68.67813873291016,77.35282897949219,78.3125,45,50,65,40,30.000001907348633,35,90,95,89.47368621826172,84.21052551269531,14.166130065917969,25769803776,2147483648,15128690688,534773760
209,1790357547319,4,4,4,4,4,4,4,4,4,4,77.25115966796875,75.69059753417969,75.46434020996094,75.91834259033203,68.67813873291016,77.35282897949219,78.3125,71.42857360839844,66.66667175292969,57.142860412597656,40,52.38095474243164,35,89.47368621826172,90,90,88.8888931274414,14.166130065917969,25769803776,2147483648,15153758208,534773760
203,1790357547529,4,4,4,4,4,4,4,4,4,4,77.31617736816406,77.04313659667969,76.71790313720703,76.14603424072266,70.3939437866211,77.90208435058594,81.15625,55,35,15.000000953674316,33.333335876464844,15.789472579956055,19.047618865966797,89.47368621826172,85,84.21052551269531,85,14.166130065917969,25769803776,2147483648,15145992192,534773760
209,1790357547732,4,4,4,4,4,4,4,4,4,4,77.31617736816406,77.04313659667969,76.71790313720703,76.14603424072266,70.3939437866211,77.90208435058594,81.15625,10,15.000000953674316,5,75,5,10,90,88.8888931274414,84.21052551269531,90,14.166130065917969,25769803776,2147483648,15182348288,534773760
200,1790357547942,4,4,4,4,4,4,4,4,4,4,77.31617736816406,77.04313659667969,76.71790313720703,76.14603424072266,70.3939437866211,77.90208435058594,81.15625,38.095237731933594,5,20,25,20,4.761904716491699,88.8888931274414,90,89.47368621826172,89.47368621826172,10.086065292358398,25769803776,2147483648,15504408576,534773760
209,1790357548142,4,4,4,4,4,4,4,4,4,4,77.31617736816406,77.04313659667969,76.71790313720703,76.14603424072266,70.3939437866211,77.90208435058594,81.15625,0,0,5,4.761904716491699,90.47618865966797,0,78.94737243652344,77.77777862548828,68.42105102539063,57.894737243652344,10.086065292358398,25769803776,2147483648,15589457920,534773760
204,1790357548353,4,4,4,4,4,4,4,4,4,4,78.80948638916016,78.4521713256836,78.24287414550781,77.85457611083984,72.15412139892578,79.7939453125,83.03125,4.761904716491699,40,4.761904716491699,0,66.66667175292969,0,78.94737243652344,73.68421173095703,68.42105102539063,52.6315803527832,10.086065292358398,25769803776,2147483648,15635644416,534773760
209,1790357548557,4,4,4,4,4,4,4,4,4,4,78.80948638916016,78.4521713256836,78.24287414550781,77.85457611083984,72.15412139892578,79.7939453125,83.03125,100,9.090909004211426,0,0,0,0,75,72.22222137451172,68.42105102539063,50,10.086065292358398,25769803776,2147483648,15620096000,534773760
202,1790357548767,4,4,4,4,4,4,4,4,4,4,78.80948638916016,78.4521713256836,78.24287414550781,77.85457611083984,72.15412139892578,79.7939453125,83.03125,61.904762268066406,85,42.85714340209961,45,50,52.38095474243164,77.77777862548828,75,66.66667175292969,50,10.086065292358398,25769803776,2147483648,15675604992,534773760
208,1790357548970,4,4,4,4,4,4,4,4,4,4,78.80948638916016,78.4521713256836,78.24287414550781,77.85457611083984,72.15412139892578,79.7939453125,83.03125,0,95.23809814453125,9.523809432983398,0,0,0,78.94737243652344,72.22222137451172,68.42105102539063,52.6315803527832,10.953229904174805,25769803776,2147483648,15671394304,534773760
207,1790357549179,4,4,4,4,4,4,4,4,4,4,78.80948638916016,78.4521713256836,78.24287414550781,77.85457611083984,72.15412139892578,79.7939453125,83.03125,10,5,80,4.761904716491699,0,0,78.94737243652344,75,70,47.36842346191406,10.953229904174805,25769803776,2147483648,15743238144,534773760
200,1790357549387,4,4,4,4,4,4,4,4,4,4,81.80782318115234,79.9656982421875,79.53491973876953,80.09825134277344,73.2479248046875,82.51829528808594,83.03125,9.523809432983398,0,4.761904716491699,0,0,0,78.94737243652344,73.68421173095703,66.66667175292969,52.6315803527832,10.953229904174805,25769803776,2147483648,15785820160,534773760
205,1790357549587,4,4,4,4,4,4,4,4,4,4,81.80782318115234,79.9656982421875,79.53491973876953,80.09825134277344,73.2479248046875,82.51829528808594,83.03125,5,9.523809432983398,0,0,0,0,78.94737243652344,77.77777862548828,68.42105102539063,52.6315803527832,10.953229904174805,25769803776,2147483648,15798255616,534773760
199,1790357549793,4,4,4,4,4,4,4,4,4,4,81.80782318115234,79.9656982421875,79.53491973876953,80.09825134277344,73.2479248046875,82.51829528808594,83.03125,9.523809432983398,10,5,0,4.761904716491699,0,77.77777862548828,72.22222137451172,66.66667175292969,50,10.953229904174805,25769803776,2147483648,15798255616,534773760
205,1790357549993,4,4,4,4,4,4,4,4,4,4,81.80782318115234,79.9656982421875,79.53491973876953,80.09825134277344,73.2479248046875,82.51829528808594,83.03125,5.263157844543457,4.761904716491699,4.761904716491699,9.090909004211426,0,0,78.94737243652344,73.68421173095703,68.42105102539063,50,20.051794052124023,25769803776,2147483648,15797649408,534773760
200,1790357550199,4,4,4,4,4,4,4,4,4,4,81.80782318115234,79.9656982421875,79.53491973876953,80.09825134277344,73.2479248046875,82.51829528808594,83.03125,0,0,0,0,0,0,83.33332824707031,77.77777862548828,66.66667175292969,55,20.051794052124023,25769803776,2147483648,15798468608,534773760
209,1790357550399,4,4,4,4,4,4,4,4,4,4,79.57662200927734,78.72314453125,78.47408294677734,78.62628936767578,72.23904418945313,80.60372161865234,81.15625,25,10.526315689086914,10,0,5.263157844543457,5,77.77777862548828,73.68421173095703,73.68421173095703,55.55555725097656,20.051794052124023,25769803776,2147483648,15831269376,534773760
205,1790357550610,4,4,4,4,4,4,4,4,4,4,79.57662200927734,78.72314453125,78.47408294677734,78.62628936767578,72.23904418945313,80.60372161865234,81.15625,30.000001907348633,19.047618865966797,0,9.090909004211426,4.545454502105713,5,84.21052551269531,78.94737243652344,68.42105102539063,57.894737243652344,20.051794052124023,25769803776,2147483648,15831269376,534773760
209,1790357550815,4,4,4,4,4,4,4,4,4,4,79.57662200927734,78.72314453125,78.47408294677734,78.62628936767578,72.23904418945313,80.60372161865234,81.15625,33.333335876464844,20,9.523809432983398,4.761904716491699,0,9.090909004211426,78.94737243652344,73.68421173095703,68.42105102539063,52.6315803527832,20.051794052124023,25769803776,2147483648,15831269376,534773760
204,1790357551025,4,4,4,4,4,4,4,4,4,4,79.57662200927734,78.72314453125,78.47408294677734,78.62628936767578,72.23904418945313,80.60372161865234,81.15625,19.047618865966797,9.090909004211426,0,0,4.761904716491699,0,80,78.94737243652344,68.42105102539063,52.6315803527832,14.253190994262695,25769803776,2147483648,15825125376,534773760
209,1790357551229,4,4,4,4,4,4,4,4,4,4,79.57662200927734,78.72314453125,78.47408294677734,78.62628936767578,72.23904418945313,80.60372161865234,81.15625,15.000000953674316,10,5,0,0,0,78.94737243652344,73.68421173095703,66.66667175292969,52.6315803527832,14.253190994262695,25769803776,2147483648,15824470016,534773760
203,1790357551440,4,4,4,4,4,4,4,4,4,4,78.98002624511719,78.31600952148438,77.98640441894531,78.15660095214844,71.79116821289063,80.04204559326172,81.15625,5,0,4.545454502105713,4.545454502105713,0,0,78.94737243652344,73.68421173095703,68.42105102539063,50,14.253190994262695,25769803776,2147483648,15820242944,534773760
204,1790357551643,4,4,4,4,4,4,4,4,4,4,78.98002624511719,78.31600952148438,77.98640441894531,78.15660095214844,71.79116821289063,80.04204559326172,81.15625,4.761904716491699,5,0,0,0,0,78.94737243652344,77.77777862548828,68.42105102539063,50,14.253190994262695,25769803776,2147483648,15820324864,534773760
206,1790357551848,4,4,4,4,4,4,4,4,4,4,78.98002624511719,78.31600952148438,77.98640441894531,78.15660095214844,71.79116821289063,80.04204559326172,81.15625,5,0,0,0,0,0,76.47058868408203,73.68421173095703,68.42105102539063,52.6315803527832,14.253190994262695,25769803776,2147483648,15818424320,534773760
201,1790357552055,4,4,4,4,4,4,4,4,4,4,78.98002624511719,78.31600952148438,77.98640441894531,78.15660095214844,71.79116821289063,80.04204559326172,81.15625,5,4.761904716491699,0,0,0,0,80,73.68421173095703,68.42105102539063,50,13.775672912597656,25769803776,2147483648,15775825920,534773760
204,1790357552256,4,4,4,4,4,4,4,4,4,4,78.98002624511719,78.31600952148438,77.98640441894531,78.15660095214844,71.79116821289063,80.04204559326172,81.15625,5,4.761904716491699,0,0,0,0,77.77777862548828,73.68421173095703,66.66667175292969,52.6315803527832,13.775672912597656,25769803776,2147483648,15744368640,534773760
204,1790357552460,4,4,4,4,4,4,4,4,4,4,78.80351257324219,78.033203125,77.67046356201172,77.79442596435547,71.52234649658203,79.75981140136719,80.4375,0,0,0,0,0,0,78.94737243652344,77.77777862548828,68.42105102539063,50,13.775672912597656,25769803776,2147483648,15743713280,534773760
201,1790357552666,4,4,4,4,4,4,4,4,4,4,78.80351257324219,78.033203125,77.67046356201172,77.79442596435547,71.52234649658203,79.75981140136719,80.4375,4.761904716491699,0,0,0,0,0,78.94737243652344,72.22222137451172,66.66667175292969,52.6315803527832,13.775672912597656,25769803776,2147483648,15683092480,534773760
204,1790357552867,4,4,4,4,4,4,4,4,4,4,78.80351257324219,78.033203125,77.67046356201172,77.79442596435547,71.52234649658203,79.75981140136719,80.4375,0,0,0,0,0,0,82.35294342041016,75,68.42105102539063,52.6315803527832,13.192974090576172,25769803776,2147483648,15663382528,534773760
203,1790357553072,4,4,4,4,4,4,4,4,4,4,78.80351257324219,78.033203125,77.67046356201172,77.79442596435547,71.52234649658203,79.75981140136719,80.4375,4.761904716491699,0,0,0,0,0,78.94737243652344,72.22222137451172,66.66667175292969,47.36842346191406,13.192974090576172,25769803776,2147483648,15663366144,534773760
200,1790357553276,4,4,4,4,4,4,4,4,4,4,78.80351257324219,78.033203125,77.67046356201172,77.79442596435547,71.52234649658203,79.75981140136719,80.4375,0,4.761904716491699,8.69565200805664,0,0,0,78.94737243652344,77.77777862548828,68.42105102539063,52.6315803527832,13.192974090576172,25769803776,2147483648,15663251456,534773760
199,1790357553477,4,4,4,4,4,4,4,4,4,4,78.93301391601563,78.16929626464844,77.88265228271484,78.04283142089844,71.74207305908203,79.99407196044922,80.4375,9.523809432983398,0,0,4.761904716491699,0,0,77.77777862548828,72.22222137451172,66.66667175292969,50,13.192974090576172,25769803776,2147483648,15663251456,534773760
200,1790357553677,4,4,4,4,4,4,4,4,4,4,78.93301391601563,78.16929626464844,77.88265228271484,78.04283142089844,71.74207305908203,79.99407196044922,80.4375,0,0,0,5,0,0,77.77777862548828,73.68421173095703,66.66667175292969,50,13.192974090576172,25769803776,2147483648,15663251456,534773760
204,1790357553878,4,4,4,4,4,4,4,4,4,4,78.93301391601563,78.16929626464844,77.88265228271484,78.04283142089844,71.74207305908203,79.99407196044922,80.4375,9.523809432983398,4.761904716491699,0,0,0,0,78.94737243652344,72.22222137451172,70,52.6315803527832,13.177152633666992,25769803776,2147483648,15663251456,534773760
201,1790357554083,4,4,4,4,4,4,4,4,4,4,78.93301391601563,78.16929626464844,77.88265228271484,78.04283142089844,71.74207305908203,79.99407196044922,80.4375,0,0,0,4.761904716491699,0,4.761904716491699,77.77777862548828,78.94737243652344,66.66667175292969,52.6315803527832,13.177152633666992,25769803776,2147483648,15665512448,534773760
203,1790357554285,4,4,4,4,4,4,4,4,4,4,78.93301391601563,78.16929626464844,77.88265228271484,78.04283142089844,71.74207305908203,79.99407196044922,80.4375,4.761904716491699,9.523809432983398,0,0,4.761904716491699,0,78.94737243652344,72.22222137451172,66.66667175292969,52.6315803527832,13.177152633666992,25769803776,2147483648,15665463296,534773760
209,1790357554489,4,4,4,4,4,4,4,4,4,4,79.82020568847656,78.5450210571289,78.21602630615234,78.71558380126953,72.03832244873047,80.74140930175781,81.15625,0,0,0,0,0,0,78.94737243652344,73.68421173095703,68.42105102539063,50,13.177152633666992,25769803776,2147483648,15665463296,534773760
207,1790357554699,4,4,4,4,4,4,4,4,4,4,79.82020568847656,78.5450210571289,78.21602630615234,78.71558380126953,72.03832244873047,80.74140930175781,81.15625,9.090909004211426,0,4.545454502105713,0,0,0,78.94737243652344,78.94737243652344,72.22222137451172,47.36842346191406,13.177152633666992,25769803776,2147483648,15665463296,534773760
201,1790357554907,4,4,4,4,4,4,4,4,4,4,79.82020568847656,78.5450210571289,78.21602630615234,78.71558380126953,72.03832244873047,80.74140930175781,81.15625,0,0,0,0,0,0,80,73.68421173095703,65,52.6315803527832,16.061363220214844,25769803776,2147483648,15665463296,534773760
202,1790357555109,4,4,4,4,4,4,4,4,4,4,79.82020568847656,78.5450210571289,78.21602630615234,78.71558380126953,72.03832244873047,80.74140930175781,81.15625,5,0,0,0,0,0,82.35294342041016,77.77777862548828,72.22222137451172,47.36842346191406,16.061363220214844,25769803776,2147483648,15665479680,534773760
202,1790357555311,4,4,4,4,4,4,4,4,4,4,79.82020568847656,78.5450210571289,78.21602630615234,78.71558380126953,72.03832244873047,80.74140930175781,81.15625,0,4.761904716491699,4.761904716491699,0,0,0,78.94737243652344,73.68421173095703,68.42105102539063,50,16.061363220214844,25769803776,2147483648,15665446912,534773760
199,1790357555513,4,4,4,4,4,4,4,4,4,4,78.6454086303711,77.471435546875,77.0125732421875,77.61460876464844,70.5625991821289,79.38417053222656,80.203125,4.761904716491699,0,0,4.761904716491699,4.761904716491699,0,77.77777862548828,77.77777862548828,66.66667175292969,50,16.061363220214844,25769803776,2147483648,15665364992,534773760
209,1790357555714,4,4,4,4,4,4,4,4,4,4,78.6454086303711,77.471435546875,77.0125732421875,77.61460876464844,70.5625991821289,79.38417053222656,80.203125,5.263157844543457,5,4.761904716491699,0,4.761904716491699,0,83.33332824707031,73.68421173095703,68.42105102539063,52.6315803527832,16.061363220214844,25769803776,2147483648,15665348608,534773760
203,1790357555924,4,4,4,4,4,4,4,4,4,4,78.6454086303711,77.471435546875,77.0125732421875,77.61460876464844,70.5625991821289,79.38417053222656,80.203125,5,0,0,0,0,4.545454502105713,84.21052551269531,84.21052551269531,72.22222137451172,68.42105102539063,16.698556900024414,25769803776,2147483648,15665053696,534773760
200,1790357556128,4,4,4,4,4,4,4,4,4,4,78.6454086303711,77.471435546875,77.0125732421875,77.61460876464844,70.5625991821289,79.38417053222656,80.203125,4.761904716491699,4.761904716491699,0,0,0,0,78.94737243652344,76.47058868408203,72.22222137451172,50,16.698556900024414,25769803776,2147483648,15654518784,534773760
200,1790357556329,4,4,4,4,4,4,4,4,4,4,78.6454086303711,77.471435546875,77.0125732421875,77.61460876464844,70.5625991821289,79.38417053222656,80.203125,0,0,0,4.761904716491699,0,0,78.94737243652344,75,68.42105102539063,47.36842346191406,16.698556900024414,25769803776,2147483648,15653830656,534773760
209,1790357556531,4,4,4,4,4,4,4,4,4,4,77.75006103515625,76.43243408203125,76.02240753173828,76.48855590820313,69.40779876708984,78.0329360961914,79.734375,5,4.761904716491699,0,0,0,0,83.33332824707031,76.47058868408203,68.42105102539063,52.6315803527832,16.698556900024414,25769803776,2147483648,15653437440,534773760
204,1790357556741,4,4,4,4,4,4,4,4,4,4,77.75006103515625,76.43243408203125,76.02240753173828,76.48855590820313,69.40779876708984,78.0329360961914,79.734375,4.761904716491699,4.761904716491699,4.545454502105713,0,4.545454502105713,0,78.94737243652344,75,68.42105102539063,47.36842346191406,16.698556900024414,25769803776,2147483648,15653224448,534773760
203,1790357556945,4,4,4,4,4,4,4,4,4,4,77.75006103515625,76.43243408203125,76.02240753173828,76.48855590820313,69.40779876708984,78.0329360961914,79.734375,10,0,0,4.761904716491699,0,0,78.94737243652344,77.77777862548828,66.66667175292969,50,14.041301727294922,25769803776,2147483648,15698083840,534773760
209,1790357557149,4,4,4,4,4,4,4,4,4,4,77.75006103515625,76.43243408203125,76.02240753173828,76.48855590820313,69.40779876708984,78.0329360961914,79.734375,0,5,0,0,0,0,83.33332824707031,73.68421173095703,72.22222137451172,52.6315803527832,14.041301727294922,25769803776,2147483648,15697952768,534773760
209,1790357557359,4,4,4,4,4,4,4,4,4,4,77.2243423461914,75.5821533203125,75.40058135986328,75.72980499267578,68.4648666381836,77.22335815429688,77.84375,4.761904716491699,0,0,4.761904716491699,0,0,78.94737243652344,78.94737243652344,68.42105102539063,47.36842346191406,14.041301727294922,25769803776,2147483648,15697985536,534773760
202,1790357557569,4,4,4,4,4,4,4,4,4,4,77.2243423461914,75.5821533203125,75.40058135986328,75.72980499267578,68.4648666381836,77.22335815429688,77.84375,4.761904716491699,4.545454502105713,0,0,0,0,80,73.68421173095703,70,47.36842346191406,14.041301727294922,25769803776,2147483648,15697985536,534773760
200,1790357557771,4,4,4,4,4,4,4,4,4,4,77.2243423461914,75.5821533203125,75.40058135986328,75.72980499267578,68.4648666381836,77.22335815429688,77.84375,5,5,0,0,0,0,77.77777862548828,78.94737243652344,68.42105102539063,50,14.041301727294922,25769803776,2147483648,15698165760,534773760
203,1790357557972,4,4,4,4,4,4,4,4,4,4,77.2243423461914,75.5821533203125,75.40058135986328,75.72980499267578,68.4648666381836,77.22335815429688,77.84375,0,0,0,0,5,0,83.33332824707031,76.47058868408203,70.5882339477539,52.6315803527832,13.202051162719727,25769803776,2147483648,15698165760,534773760
201,1790357558176,4,4,4,4,4,4,4,4,4,4,77.2243423461914,75.5821533203125,75.40058135986328,75.72980499267578,68.4648666381836,77.22335815429688,77.84375,4.761904716491699,0,4.761904716491699,4.761904716491699,0,0,78.94737243652344,75,68.42105102539063,47.36842346191406,13.202051162719727,25769803776,2147483648,15676260352,534773760
202,1790357558377,4,4,4,4,4,4,4,4,4,4,77.47728729248047,75.8634033203125,75.51427459716797,76.0569839477539,68.77398681640625,77.62510681152344,78.3125,0,0,0,0,0,0,83.33332824707031,76.47058868408203,66.66667175292969,47.05882263183594,13.202051162719727,25769803776,2147483648,15676243968,534773760
201,1790357558579,4,4,4,4,4,4,4,4,4,4,77.47728729248047,75.8634033203125,75.51427459716797,76.0569839477539,68.77398681640625,77.62510681152344,78.3125,9.523809432983398,5,0,0,0,0,77.77777862548828,73.68421173095703,68.42105102539063,47.36842346191406,13.202051162719727,25769803776,2147483648,15676129280,534773760
209,1790357558781,4,4,4,4,4,4,4,4,4,4,77.47728729248047,75.8634033203125,75.51427459716797,76.0569839477539,68.77398681640625,77.62510681152344,78.3125,5,0,0,9.523809432983398,0,0,78.94737243652344,78.94737243652344,70.5882339477539,52.6315803527832,13.202051162719727,25769803776,2147483648,15676096512,534773760
203,1790357558991,4,4,4,4,4,4,4,4,4,4,77.47728729248047,75.8634033203125,75.51427459716797,76.0569839477539,68.77398681640625,77.62510681152344,78.3125,0,4.545454502105713,0,0,0,0,83.33332824707031,72.22222137451172,68.42105102539063,50,14.147031784057617,25769803776,2147483648,15676145664,534773760
201,1790357559195,4,4,4,4,4,4,4,4,4,4,77.47728729248047,75.8634033203125,75.51427459716797,76.0569839477539,68.77398681640625,77.62510681152344,78.3125,4.761904716491699,0,0,0,0,4.761904716491699,78.94737243652344,78.94737243652344,70,47.36842346191406,14.147031784057617,25769803776,2147483648,15676211200,534773760
209,1790357559397,4,4,4,4,4,4,4,4,4,4,77.51302337646484,75.91703033447266,75.55413818359375,76.1135482788086,68.83280181884766,77.6839370727539,78.078125,5,0,5,0,0,0,78.94737243652344,73.68421173095703,66.66667175292969,52.6315803527832,14.147031784057617,25769803776,2147483648,15676047360,534773760
